title,year,certificate,runtime_min,genre,rating,votes,director_star
The Mandalorian,2020,TV-PG,21,"Action, Adventure, Fantasy            ",7.5,91,Pedro Pascal
Single Parents,1979– ,TV-PG,32,Comedy            ,7.6,514,Matthew Freund
Single Parents,2020,TV-Y7-FV,29,Comedy            ,8.6,547,Erin O'Malley
Single Parents,2020– ,TV-Y7-FV,26,Comedy            ,7.4,512,Fred Savage
2020 NFL Draft,2020,TV-Y7-FV,21,Sport            ,9.1,796,Trey Wingo
NFL Live,2020,TV-Y7-FV,30,Sport            ,9.3,943,Wendi Nix
The Owl House,2020,TV-Y7-FV,30,"Animation, Action, Adventure            ",8.6,581,Stu Livingston
The Owl House,2007–2015,TV-Y7-FV,27,"Animation, Action, Adventure            ",9.5,762,Sabrina Cotugno
The Owl House,2008,TV-Y7-FV,31,"Animation, Action, Adventure            ",9.1,593,Stu Livingston
The Owl House,2019– ,TV-Y7-FV,19,"Animation, Action, Adventure            ",8.2,477,Aminder Dhaliwal
The Owl House,2022,TV-14,23,"Animation, Action, Adventure            ",8.5,424,Stu Livingston
The Owl House,2018–2020,TV-14,38,"Animation, Action, Adventure            ",8.3,343,Sabrina Cotugno
The Owl House,2020,TV-14,30,"Animation, Action, Adventure            ",8.1,149,Aminder Dhaliwal
The Owl House,2018–2020,TV-Y7,50,"Animation, Action, Adventure            ",7.9,332,Stephen Sandoval
Disney Gallery: The Mandalorian,2020,TV-PG,22,Documentary            ,8.4,9,Brad Baruh
Disney Gallery: The Mandalorian,2018–2020,TV-Y,0,Documentary            ,7.1,1285,Brad Baruh
Disney Gallery: The Mandalorian,2020,TV-PG,0,Documentary            ,7.0,1313,Brad Baruh
Miraculous: Tales of Ladybug & Cat Noir,2020– ,TV-PG,0,"Animation, Action, Adventure            ",8.8,361,Cristina Valenzuela
2020 NFL Draft,2020,TV-14,0,Sport            ,8.7,319,Trey Wingo
The Mysterious Benedict Society,1991– ,TV-14,0,"Action, Adventure, Comedy            ",7.9,284,James Bobin
Elena of Avalor,2020,TV-14,0,"Animation, Action, Adventure            ",8.6,300,Nathan Chew
NFL Live,2020– ,TV-14,0,Sport            ,8.9,283,Suzy Kolber
NFL Live,2020,TV-14,0,Sport            ,6.4,1175,Suzy Kolber
NFL Live,2020– ,TV-PG,0,Sport            ,8.8,637,Wendi Nix
The Simpsons,2020,TV-Y,0,"Animation, Comedy            ",0.0,0,Mike B. Anderson
The Simpsons,2020– ,No data,0,"Animation, Comedy            ",0.0,0,Mike B. Anderson
Disney Gallery: The Mandalorian,2020,No data,0,Documentary            ,0.0,0,Brad Baruh
Disney Gallery: The Mandalorian,2020– ,No data,0,Documentary            ,0.0,0,Brad Baruh
Disney Gallery: The Mandalorian,2020,No data,0,Documentary            ,0.0,0,Brad Baruh
Disney Gallery: The Mandalorian,2020– ,No data,0,Documentary            ,0.0,0,Brad Baruh
Disney Gallery: The Mandalorian,2020,No data,0,Documentary            ,0.0,0,Brad Baruh
The Simpsons,2020– ,No data,0,"Animation, Comedy            ",0.0,0,Mike B. Anderson
SportsCenter,2020,No data,0,"News, Sport, Talk-Show            ",0.0,0,B.J. Armstrong
SportsCenter,2020– ,No data,0,"News, Sport, Talk-Show            ",0.0,0,Jay Harris
SportsCenter,2020,No data,0,"News, Sport, Talk-Show            ",0.0,0,David Lloyd
Pardon the Interruption,2020– ,No data,0,"News, Sport, Talk-Show            ",0.0,0,Tony Kornheiser
NFL Live,2020,No data,0,Sport            ,0.0,0,Wendi Nix
NFL Live,2020– ,No data,0,Sport            ,0.0,0,Suzy Kolber
DuckTales,2020,No data,0,"Animation, Action, Adventure            ",0.0,0,Jason Zurek
NFL Live,2020– ,No data,0,Sport            ,0.0,0,Dianna Russini
NFL Live,2020,No data,0,Sport            ,0.0,0,Suzy Kolber
Goof Troop,1992–1993,TV-Y,22,"Animation, Adventure, Comedy            ",7.4,84,Robert Taylor
SportsCenter,1992,TV-G,23,"News, Sport, Talk-Show            ",8.0,227,Matt Barrie
NFL Live,1979– ,TV-PG,22,Sport            ,6.2,228,Wendi Nix
Phineas and Ferb,2020,TV-PG,5,"Animation, Short, Action            ",6.8,140,Zac Moncrief
NFL Live,1991– ,TV-PG,5,Sport            ,6.7,100,Wendi Nix
Muppets Now,2020,TV-PG,5,"Comedy, Family, Reality-TV            ",6.9,85,Christopher Alender
Muppets Now,2007–2015,TV-PG,6,"Comedy, Family, Reality-TV            ",6.9,75,Bill Barretta
Muppets Now,2008,TV-PG,6,"Comedy, Family, Reality-TV            ",7.1,75,Bill Barretta
Muppets Now,1991– ,TV-PG,4,"Comedy, Family, Reality-TV            ",6.8,62,Bill Barretta
Muppets Now,2020,TV-PG,7,"Comedy, Family, Reality-TV            ",7.1,43,Christopher Alender
Muppets Now,2020– ,TV-PG,4,"Comedy, Family, Reality-TV            ",7.5,38,Christopher Alender
SportsCenter,2020,TV-PG,45,"News, Sport, Talk-Show            ",7.6,41,David Lloyd
NFL Live,2020– ,TV-PG,23,Sport            ,7.6,35,Wendi Nix
SportsCenter,2020,TV-PG,21,"News, Sport, Talk-Show            ",7.6,34,Matt Barrie
Zenimation,2020– ,TV-PG,23,"Animation, Short, Family            ",7.6,32,David Bess
Zenimation,2020,TV-PG,23,"Animation, Short, Family            ",7.4,33,David Bess
Zenimation,2020– ,TV-14,22,"Animation, Short, Family            ",7.5,178,David Bess
Zenimation,2020,TV-G,30,"Animation, Short, Family            ",7.7,214,David Bess
Zenimation,2020– ,TV-PG,30,"Animation, Short, Family            ",7.1,29,David Bess
Zenimation,2020,TV-PG,30,"Animation, Short, Family            ",7.4,31,David Bess
Zenimation,2020– ,TV-14,30,"Animation, Short, Family            ",7.3,153,David Bess
Zenimation,2020,TV-14,30,"Animation, Short, Family            ",6.6,25,David Bess
SportsCenter,1979– ,TV-G,30,"News, Sport, Talk-Show            ",8.2,230,Jeff Passan
SportsCenter,2020,TV-G,30,"News, Sport, Talk-Show            ",8.6,338,Nicole Briscoe
Next,1991– ,TV-PG,30,"Crime, Drama, Sci-Fi            ",8.2,3191,Adam Arkin
Phineas and Ferb,2020,TV-PG,30,"Animation, Short, Action            ",8.0,3138,Zac Moncrief
Diary of a Future President,1979– ,TV-PG,30,"Comedy, Drama, Family            ",8.5,3381,Gina Rodriguez
Diary of a Future President,2020,TV-PG,30,"Comedy, Drama, Family            ",8.4,3343,Gordon Freeman
American Housewife,2020– ,TV-PG,30,Comedy            ,8.3,3197,Melissa Kosar
Rogue Trip,2020,TV-PG,30,"Documentary, Adventure            ",8.2,3257,Jackie Baskin
Phineas and Ferb,2020– ,TV-PG,22,"Animation, Short, Action            ",7.6,3087,Zac Moncrief
Phineas and Ferb,2020,TV-PG,30,"Animation, Short, Action            ",8.3,3228,Dan Povenmire
How I Met Your Mother,2020– ,TV-PG,22,"Comedy, Romance            ",7.5,2941,Pamela Fryman
How I Met Your Mother,2020,TV-PG,21,"Comedy, Romance            ",8.3,3205,Pamela Fryman
How I Met Your Mother,2020– ,TV-PG,0,"Comedy, Romance            ",8.4,3736,Pamela Fryman
How I Met Your Mother,2020,TV-PG,0,"Comedy, Romance            ",7.5,2979,Pamela Fryman
How I Met Your Mother,2020– ,TV-PG,0,"Comedy, Romance            ",8.1,3086,Pamela Fryman
How I Met Your Mother,2020,TV-14,0,"Comedy, Romance            ",8.6,3353,Pamela Fryman
How I Met Your Mother,2020– ,TV-PG,0,"Comedy, Romance            ",7.6,3070,Pamela Fryman
How I Met Your Mother,2020,TV-PG,0,"Comedy, Romance            ",8.7,3690,Rob Greenberg
How I Met Your Mother,2020– ,TV-PG,0,"Comedy, Romance            ",8.2,3223,Pamela Fryman
How I Met Your Mother,2020,TV-PG,0,"Comedy, Romance            ",7.9,3062,Pamela Fryman
How I Met Your Mother,2020– ,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,2020,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,1979– ,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,2020,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,1979– ,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,2020,No data,0,"Comedy, Romance            ",0.0,0,Michael J. Shea
How I Met Your Mother,2020,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,2020,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
How I Met Your Mother,2005–2014,TV-PG,30,"Comedy, Romance            ",7.7,3000,Pamela Fryman
How I Met Your Mother,2008,TV-PG,22,"Comedy, Romance            ",8.0,3206,Pamela Fryman
How I Met Your Mother,2005–2014,TV-PG,30,"Comedy, Romance            ",9.1,5041,Pamela Fryman
How I Met Your Mother,2008,TV-PG,22,"Comedy, Romance            ",8.5,3553,Pamela Fryman
Amphibia,2005–2014,TV-Y7,30,"Animation, Short, Action            ",8.6,250,Joseph D. Johnston
Amphibia,2008,TV-Y7,30,"Animation, Short, Action            ",8.3,229,Kyler Spears
Amphibia,2005–2014,TV-Y7,22,"Animation, Short, Action            ",8.3,229,Joseph D. Johnston
Amphibia,2008,TV-Y7,22,"Animation, Short, Action            ",9.0,248,Joseph D. Johnston
Amphibia,2019– ,TV-Y7,0,"Animation, Short, Action            ",9.1,269,Kyler Spears
Elena of Avalor,2020,TV-Y,0,"Animation, Action, Adventure            ",8.7,11,Robb Pratt
Pepper Ann,2019– ,TV-Y,0,"Animation, Comedy, Family            ",7.7,10,Brad Goodchild
Pepper Ann,2020,TV-Y,0,"Animation, Comedy, Family            ",7.8,14,Brad Goodchild
Pepper Ann,2019– ,TV-Y,0,"Animation, Comedy, Family            ",8.4,9,Brad Goodchild
Pepper Ann,2020,TV-Y,0,"Animation, Comedy, Family            ",7.5,10,Brad Goodchild
Pepper Ann,2019– ,TV-Y,0,"Animation, Comedy, Family            ",7.5,11,Brad Goodchild
Pepper Ann,2020,TV-Y,0,"Animation, Comedy, Family            ",6.5,11,Brad Goodchild
Pepper Ann,2019– ,TV-Y,0,"Animation, Comedy, Family            ",6.3,38,Sherie Pollack
Pepper Ann,2020,TV-Y,0,"Animation, Comedy, Family            ",8.2,9,Brad Goodchild
Pepper Ann,2016–2020,TV-Y,0,"Animation, Comedy, Family            ",7.8,10,Brad Goodchild
Pepper Ann,2020,TV-Y,0,"Animation, Comedy, Family            ",8.0,10,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",6.6,10,Sherie Pollack
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",7.0,10,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",6.8,16,Brad Goodchild
Pepper Ann,1999,TV-Y,0,"Animation, Comedy, Family            ",8.5,14,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.0,14,Sherie Pollack
Pepper Ann,1999,TV-Y7,0,"Animation, Comedy, Family            ",7.7,10,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.6,9,Sherie Pollack
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",6.6,16,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.2,9,Brad Goodchild
Pepper Ann,2000,TV-Y,0,"Animation, Comedy, Family            ",7.8,22,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.4,13,Brad Goodchild
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",5.4,42,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.0,13,Sherie Pollack
Pepper Ann,1997,TV-Y,0,"Animation, Comedy, Family            ",7.3,13,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",8.0,9,Sherie Pollack
Pepper Ann,1999,TV-Y,0,"Animation, Comedy, Family            ",6.8,42,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",8.0,9,Brad Goodchild
Pepper Ann,1999,TV-Y,0,"Animation, Comedy, Family            ",7.4,14,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.6,9,Brad Goodchild
Pepper Ann,2000,TV-Y,0,"Animation, Comedy, Family            ",7.5,12,Sherie Pollack
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",7.9,28,Brad Goodchild
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",9.6,10,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",8.8,9,Sherie Pollack
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Lauren Tom
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Kathleen Wilhoite
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Kathleen Wilhoite
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Kathleen Wilhoite
Pepper Ann,1998,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Kathleen Wilhoite
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Don Adams
Pepper Ann,1997,TV-Y,0,"Animation, Comedy, Family            ",0.0,0,Wendie Malick
Pepper Ann,1997–2000,TV-Y,9,"Animation, Comedy, Family            ",8.6,9,Danny Cooksey
Pepper Ann,2000,TV-Y,9,"Animation, Comedy, Family            ",6.4,42,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,49,"Animation, Comedy, Family            ",9.4,9,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,48,"Animation, Comedy, Family            ",7.2,42,Pamela Adlon
Pepper Ann,1997–2000,TV-Y,49,"Animation, Comedy, Family            ",9.6,10,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,48,"Animation, Comedy, Family            ",6.8,37,Brad Goodchild
Pepper Ann,1997–2000,TV-Y,49,"Animation, Comedy, Family            ",8.8,9,Brad Goodchild
Pepper Ann,2000,TV-Y,48,"Animation, Comedy, Family            ",9.4,9,Kathleen Wilhoite
Pepper Ann,1997–2000,TV-Y,48,"Animation, Comedy, Family            ",8.6,10,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,49,"Animation, Comedy, Family            ",4.8,42,Paddi Edwards
Pepper Ann,1997–2000,TV-Y,30,"Animation, Comedy, Family            ",9.4,9,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,70,"Animation, Comedy, Family            ",9.0,10,Pamela Adlon
Pepper Ann,1997–2000,TV-Y,23,"Animation, Comedy, Family            ",8.0,10,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,23,"Animation, Comedy, Family            ",6.8,297,Kathleen Wilhoite
Pepper Ann,1997–2000,TV-Y,22,"Animation, Comedy, Family            ",8.4,327,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,67,"Animation, Comedy, Family            ",9.3,7,Danny Cooksey
Pepper Ann,1997–2000,TV-Y,22,"Animation, Comedy, Family            ",7.2,271,Kathleen Wilhoite
Pepper Ann,2000,TV-Y,0,"Animation, Comedy, Family            ",7.1,218,Danny Cooksey
Pepper Ann,1997–2000,TV-Y,0,"Animation, Comedy, Family            ",6.8,188,Brad Goodchild
Pepper Ann,2000,TV-Y,0,"Animation, Comedy, Family            ",6.4,198,Danny Cooksey
SparkShorts,1997–2000,TV-G,0,"Animation, Short, Comedy            ",6.7,175,Kristen Lester
SparkShorts,2000,TV-G,0,"Animation, Short, Comedy            ",6.9,161,Rosana Sullivan
Elena of Avalor,1997–2000,TV-Y,0,"Animation, Action, Adventure            ",7.2,174,Nathan Chew
War of the Worlds,2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",7.5,207,Richard Clark
War of the Worlds,1997–2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",9.4,296,Richard Clark
War of the Worlds,2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",8.9,234,Richard Clark
War of the Worlds,1997–2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",8.5,222,Richard Clark
War of the Worlds,2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",8.9,5409,Ben A. Williams
War of the Worlds,1997–2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",8.3,238,Ben A. Williams
War of the Worlds,2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",8.6,255,Ben A. Williams
War of the Worlds,1997–2000,TV-MA,0,"Drama, Mystery, Sci-Fi            ",9.0,8,Ben A. Williams
Amphibia,2000,TV-Y7,0,"Animation, Short, Action            ",9.4,305,Joseph D. Johnston
Amphibia,1997–2000,TV-Y7,0,"Animation, Short, Action            ",9.1,244,Joseph D. Johnston
Amphibia,2000,TV-Y7,0,"Animation, Short, Action            ",8.5,7,Kyler Spears
Star Wars: The Bad Batch,1997–2000,TV-PG,0,"Animation, Action, Adventure            ",9.0,8,Steward Lee
Phineas and Ferb,2000,TV-G,0,"Animation, Short, Action            ",9.0,27,Zac Moncrief
Phineas and Ferb,1997–2000,TV-G,0,"Animation, Short, Action            ",9.0,155,Zac Moncrief
Elena of Avalor,2000,TV-Y,0,"Animation, Action, Adventure            ",0.0,0,Robb Pratt
Amphibia,1997–2000,TV-Y7,0,"Animation, Short, Action            ",0.0,0,Joseph D. Johnston
Amphibia,2000,TV-Y7,0,"Animation, Short, Action            ",0.0,0,Joseph D. Johnston
Elena of Avalor,2019– ,TV-Y,0,"Animation, Action, Adventure            ",0.0,0,Nathan Chew
Elena of Avalor,2019,TV-Y,0,"Animation, Action, Adventure            ",0.0,0,Robb Pratt
Elena of Avalor,2019– ,TV-Y,0,"Animation, Action, Adventure            ",0.0,0,Nathan Chew
Miraculous: Tales of Ladybug & Cat Noir,2019,TV-Y7,0,"Animation, Action, Adventure            ",0.0,0,Thomas Astruc
Penny on M.A.R.S.,2016–2020,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Penny on M.A.R.S.,2020,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Penny on M.A.R.S.,2019– ,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Penny on M.A.R.S.,2021,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Penny on M.A.R.S.,2019– ,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Penny on M.A.R.S.,2021,No data,0,Family            ,0.0,0,Olivia-Mai Barrett
Miraculous: Tales of Ladybug & Cat Noir,2015– ,TV-Y7,52,"Animation, Action, Adventure            ",7.6,766,Thomas Astruc
Miraculous: Tales of Ladybug & Cat Noir,2020,TV-Y7,52,"Animation, Action, Adventure            ",7.6,517,Thomas Astruc
DuckTales,2015– ,TV-Y7,22,"Animation, Action, Adventure            ",8.1,526,Stephanie Gonzaga
DuckTales,2021,TV-Y7,22,"Animation, Action, Adventure            ",7.7,506,Sam King
DuckTales,2017–2021,TV-Y,22,"Animation, Action, Adventure            ",8.7,527,Matthew Humphreys
DuckTales,2020,TV-Y,22,"Animation, Action, Adventure            ",8.5,515,Tanner Johnson
DuckTales,2017–2021,TV-Y7,44,"Animation, Action, Adventure            ",9.1,654,Matthew Humphreys
DuckTales,2020,TV-Y7,22,"Animation, Action, Adventure            ",8.6,525,Vince Aparo
Star Wars: The Clone Wars,2017–2021,TV-PG,21,"Animation, Action, Adventure            ",7.3,4067,Dave Bullock
Star Wars: The Clone Wars,2020,TV-PG,22,"Animation, Action, Adventure            ",7.4,3597,Dave Filoni
Only Murders in the Building,2017–2021,TV-MA,35,"Comedy, Crime, Drama            ",7.9,3361,Jamie Babbit
The Simpsons,2020,TV-PG,21,"Animation, Comedy            ",7.2,1536,Mike B. Anderson
The Simpsons,2017–2021,TV-PG,30,"Animation, Comedy            ",6.9,1222,Mike B. Anderson
The Simpsons,2020,TV-PG,30,"Animation, Comedy            ",7.0,1228,Mike B. Anderson
The Simpsons,2017–2021,TV-PG,30,"Animation, Comedy            ",6.8,1209,Mike B. Anderson
The Simpsons,2020,TV-PG,21,"Animation, Comedy            ",7.2,1363,Mike B. Anderson
The Simpsons,2008–2020,TV-14,30,"Animation, Comedy            ",6.4,1243,Mike B. Anderson
The Simpsons,2008,TV-14,30,"Animation, Comedy            ",6.6,1183,Mike B. Anderson
The Simpsons,2008–2020,TV-PG,22,"Animation, Comedy            ",7.2,1260,Mike B. Anderson
The Simpsons,2008,TV-PG,21,"Animation, Comedy            ",7.2,1282,Mike B. Anderson
The Simpsons,2021– ,TV-PG,30,"Animation, Comedy            ",7.0,1193,Mike B. Anderson
The Simpsons,2021,TV-14,21,"Animation, Comedy            ",7.1,1299,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.5,1199,Mike B. Anderson
The Simpsons,2008,TV-PG,21,"Animation, Comedy            ",7.3,1330,Mike B. Anderson
The Simpsons,1989– ,TV-14,21,"Animation, Comedy            ",7.2,1574,Mike B. Anderson
The Simpsons,2009,TV-PG,30,"Animation, Comedy            ",6.6,1279,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.1,1278,Mike B. Anderson
The Simpsons,2009,TV-PG,30,"Animation, Comedy            ",7.1,1426,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.6,1285,Mike B. Anderson
The Simpsons,2009,TV-PG,30,"Animation, Comedy            ",6.0,1393,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.9,1331,Mike B. Anderson
The Simpsons,2009,TV-PG,21,"Animation, Comedy            ",6.9,1389,Mike B. Anderson
Big Hero 6: The Series,1989– ,TV-Y7,22,"Animation, Action, Adventure            ",8.7,31,Ben Juwono
Big Hero 6: The Series,2009,TV-Y7,22,"Animation, Action, Adventure            ",7.4,32,Ben Juwono
Big Hero 6: The Series,1989– ,TV-Y7,22,"Animation, Action, Adventure            ",8.2,30,Ben Juwono
Big Hero 6: The Series,2009,TV-Y7,22,"Animation, Action, Adventure            ",8.7,31,Stephen Heneveld
Star Wars: The Clone Wars,1989– ,TV-PG,22,"Animation, Action, Adventure            ",7.4,3277,Brian O'Connell
Star Wars: The Clone Wars,2009,TV-PG,20,"Animation, Action, Adventure            ",6.7,3029,Rob Coleman
Star Wars: The Clone Wars,1989– ,TV-PG,22,"Animation, Action, Adventure            ",7.9,3534,Justin Ridge
Star Wars: The Clone Wars,2009,TV-PG,22,"Animation, Action, Adventure            ",7.4,3374,Brian O'Connell
Big Hero 6: The Series,1989– ,TV-Y7,22,"Animation, Action, Adventure            ",8.7,35,Ben Juwono
Becoming,2009,TV-14,23,"Documentary, Short, Biography            ",7.4,13,Anthony Davis
Wolverine and the X-Men,1989– ,TV-Y7,23,"Animation, Action, Adventure            ",7.6,264,Boyd Kirkland
Wolverine and the X-Men,2009,TV-Y7,23,"Animation, Action, Adventure            ",7.6,231,Steven E. Gordon
Wolverine and the X-Men,1989– ,TV-Y7,40,"Animation, Action, Adventure            ",7.9,218,Nicholas Filippi
The Mandalorian,2009,TV-14,35,"Action, Adventure, Fantasy            ",7.9,20900,Peyton Reed
The Mandalorian,1989– ,TV-14,37,"Action, Adventure, Fantasy            ",8.7,20754,Bryce Dallas Howard
The Mandalorian,2009,TV-14,23,"Action, Adventure, Fantasy            ",8.4,18636,Carl Weathers
Wolverine and the X-Men,1989– ,TV-Y7,0,"Animation, Action, Adventure            ",7.3,204,Doug Murphy
Amphibia,2008,TV-Y7,0,"Animation, Short, Action            ",8.7,242,Joseph D. Johnston
Wolverine and the X-Men,2008–2009,TV-Y7,23,"Animation, Action, Adventure            ",7.5,198,Steven E. Gordon
College GameDay,2008,TV-G,23,"Action, Adventure, Family            ",8.1,274,Matt Campbell
Phineas and Ferb,1986– ,TV-G,23,"Animation, Short, Action            ",7.9,228,Zac Moncrief
Phineas and Ferb,2020,TV-14,45,"Animation, Short, Action            ",9.4,28815,Zac Moncrief
The Mandalorian,2007–2015,TV-14,32,"Action, Adventure, Fantasy            ",9.2,21868,Dave Filoni
The Mandalorian,2008,TV-14,38,"Action, Adventure, Fantasy            ",9.0,19116,Robert Rodriguez
The Mandalorian,2007–2015,TV-14,44,"Action, Adventure, Fantasy            ",9.8,52226,Rick Famuyiwa
The Mandalorian,2008,TV-14,22,"Action, Adventure, Fantasy            ",6.8,763,Peyton Reed
The Simpsons,2019– ,TV-PG,22,"Animation, Comedy            ",5.8,678,Mike B. Anderson
The Simpsons,2020,TV-14,22,"Animation, Comedy            ",6.1,964,Mike B. Anderson
The Simpsons,2019– ,TV-PG,22,"Animation, Comedy            ",5.7,677,Mike B. Anderson
The Simpsons,2020,TV-14,22,"Animation, Comedy            ",6.6,683,Mike B. Anderson
The Simpsons,2019– ,TV-Y7,23,"Animation, Comedy            ",7.5,195,Mike B. Anderson
Wolverine and the X-Men,2020,TV-Y7,23,"Animation, Action, Adventure            ",8.7,223,Nicholas Filippi
Amphibia,2019– ,TV-Y7,47,"Animation, Short, Action            ",7.8,225,Kyler Spears
The NFL on CBS,2020,TV-G,47,Sport            ,7.6,201,Devin Asiasi
Wolverine and the X-Men,1989– ,TV-G,47,"Animation, Action, Adventure            ",7.6,166,Doug Murphy
Weird But True,2020,TV-G,49,"Documentary, Family            ",7.9,154,Brandon Gulish
Weird But True,1989– ,TV-G,52,"Documentary, Family            ",7.6,143,Brandon Gulish
Weird But True,2020,TV-G,51,"Documentary, Family            ",8.0,141,Brandon Gulish
Weird But True,1989– ,TV-G,50,"Documentary, Family            ",7.8,129,Brandon Gulish
Weird But True,2020,TV-G,49,"Documentary, Family            ",7.9,124,Brandon Gulish
Weird But True,1989– ,TV-G,45,"Documentary, Family            ",8.4,132,Brandon Gulish
Weird But True,2020,TV-G,49,"Documentary, Family            ",8.4,140,Brandon Gulish
Weird But True,1989– ,TV-G,48,"Documentary, Family            ",8.1,125,Brandon Gulish
Weird But True,2020,TV-G,32,"Documentary, Family            ",8.6,114,Brandon Gulish
Weird But True,2008–2009,TV-G,30,"Documentary, Family            ",7.9,15452,Brandon Gulish
Weird But True,2008,TV-PG,35,"Documentary, Family            ",7.9,13289,Brandon Gulish
Weird But True,2019– ,TV-PG,32,"Documentary, Family            ",8.9,16867,Brandon Gulish
Turner & Hooch,2021,TV-PG,33,"Comedy, Crime, Drama            ",7.8,12578,Robert Duncan McNeill
Turner & Hooch,1956– ,TV-PG,35,"Comedy, Crime, Drama            ",6.7,10435,Jay Karas
Turner & Hooch,2020,TV-PG,33,"Comedy, Crime, Drama            ",6.5,10854,Gail Mancuso
Turner & Hooch,2008–2009,TV-PG,24,"Comedy, Crime, Drama            ",8.5,8848,Robert Duncan McNeill
Turner & Hooch,2008,TV-PG,23,"Comedy, Crime, Drama            ",8.3,13,Betsy Thomas
Turner & Hooch,2016– ,TV-PG,23,"Comedy, Crime, Drama            ",8.3,8,Craig Siebels
Turner & Hooch,2020,TV-PG,0,"Comedy, Crime, Drama            ",8.2,8,Ali LeRoi
Turner & Hooch,2016– ,TV-PG,0,"Comedy, Crime, Drama            ",0.0,0,James Genn
Turner & Hooch,2020,TV-PG,0,"Comedy, Crime, Drama            ",0.0,0,Robert Duncan McNeill
Turner & Hooch,2016– ,TV-14,0,"Comedy, Crime, Drama            ",0.0,0,Shannon Kohli
Turner & Hooch,2020,TV-14,0,"Comedy, Crime, Drama            ",0.0,0,Robert Duncan McNeill
What If...?,2016– ,TV-14,0,"Animation, Action, Adventure            ",0.0,0,Bryan Andrews
What If...?,2020,TV-14,0,"Animation, Action, Adventure            ",0.0,0,Bryan Andrews
